Rk,Name,Age,Tm,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
183,davisro03,24,CIN,24,,7,123,104,25,38,8,0,7,5,0,14,20,0.365,0.442,0.644,1.086,0.397,67,3,1,2,1,0,1
184,daviswa01,31,CHC,58.2,,59,242,210,16,39,8,0,6,4,0,28,79,0.186,0.29,0.31,0.6,0.264,65,6,3,1,0,1,1
185,daytogr01,29,LAD,23.2,,29,102,86,13,19,4,0,5,0,0,12,20,0.221,0.307,0.442,0.749,0.219,38,0,0,1,3,1,0
186,dejonch01,23,SEA,28.1,,7,125,110,20,31,5,1,5,3,2,13,13,0.282,0.355,0.482,0.837,0.28,53,2,0,1,1,0,0
187,rosajo01,36,ARI,51.1,,65,219,192,24,46,9,0,7,5,0,21,45,0.24,0.323,0.396,0.718,0.277,76,5,3,2,1,4,0
188,delarru01,28,ARI,7.2,,9,34,30,4,7,1,1,2,0,0,4,12,0.233,0.324,0.533,0.857,0.313,16,0,0,0,0,1,0
189,deleojo03,24,TBR,2.2,,1,15,12,3,4,1,0,1,2,0,3,2,0.333,0.467,0.667,1.133,0.333,8,0,0,0,0,0,0
190,degroja01,29,NYM,201.1,,31,827,758,87,180,25,3,28,18,3,59,239,0.237,0.292,0.389,0.682,0.306,295,18,2,3,5,5,4
191,delgara01,27,ARI,62.2,,26,259,239,31,60,15,2,6,6,2,14,60,0.251,0.29,0.406,0.696,0.309,97,5,0,4,2,0,5
192,dermoma01,26,TOR,22.1,,23,95,87,13,23,3,0,6,3,0,5,15,0.264,0.316,0.506,0.822,0.254,44,2,2,0,1,1,0
193,descada01,30,ARI,2,,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,despaod01,30,MIA,58.1,,18,254,223,31,57,11,1,3,2,0,24,31,0.256,0.333,0.354,0.688,0.283,79,4,3,2,2,1,3
195,devench02,26,HOU,80.2,,62,316,287,26,50,11,2,11,12,2,26,100,0.174,0.247,0.341,0.588,0.22,98,5,2,0,1,3,5
196,diazda01,28,HOU,13,,10,58,54,14,17,6,0,3,5,0,4,20,0.315,0.362,0.593,0.955,0.452,32,3,0,0,0,0,0
197,diazed04,23,SEA,66,,66,278,240,28,44,6,0,10,12,2,32,89,0.183,0.285,0.333,0.619,0.238,80,1,3,1,2,2,4
198,diazja01,26,COL,5,,4,30,24,6,12,2,1,0,2,0,5,2,0.5,0.6,0.667,1.267,0.545,16,2,1,0,0,0,1
199,diazju03,33,TBR,30,,31,136,118,20,32,8,1,4,3,0,15,28,0.271,0.348,0.458,0.806,0.318,54,1,0,1,2,2,1
200,diazmi02,22,SDP,41.2,,31,192,160,35,44,7,2,11,1,2,25,33,0.275,0.379,0.55,0.929,0.28,88,4,3,2,2,0,4
201,dicker.01,42,ATL,190,,31,815,726,99,193,46,5,26,4,5,67,136,0.266,0.334,0.45,0.785,0.293,327,18,10,7,5,3,4
202,diekmja01,30,TEX,10.2,,11,45,33,3,4,0,0,1,0,0,10,13,0.121,0.311,0.212,0.523,0.143,7,2,0,0,2,1,1
203,doolise01,30,TOT,51.1,,53,197,184,18,34,5,0,5,3,0,10,62,0.185,0.223,0.293,0.517,0.242,54,3,0,0,3,1,2
204,doolise01,30,OAK,21.1,,23,79,76,8,12,1,0,3,3,0,2,31,0.158,0.177,0.289,0.467,0.209,22,0,0,0,1,0,1
205,doolise01,30,WSN,30,,30,118,108,10,22,4,0,2,0,0,8,31,0.204,0.254,0.296,0.551,0.26,32,3,0,0,2,1,1
206,drakeol01,30,TOT,56,,64,251,223,31,63,10,5,6,1,1,25,62,0.283,0.355,0.453,0.808,0.368,101,3,0,3,0,2,0
207,drakeol01,30,BAL,3.1,,3,18,15,3,6,0,1,0,0,1,3,3,0.4,0.5,0.533,1.033,0.5,8,0,0,0,0,0,0
208,drakeol01,30,MIL,52.2,,61,233,208,28,57,10,4,6,1,0,22,59,0.274,0.343,0.447,0.791,0.357,93,3,0,3,0,2,0
209,duensbr01,34,CHC,62.1,,68,257,236,19,58,9,1,6,4,1,18,61,0.246,0.305,0.369,0.673,0.308,87,6,2,1,0,1,1
210,duffety01,26,MIN,71,,56,310,287,41,79,10,0,9,2,0,18,67,0.275,0.317,0.404,0.721,0.327,116,4,1,1,3,5,3
211,duffyda01,28,KCR,146.1,,24,609,556,67,143,25,7,13,2,1,41,130,0.257,0.312,0.397,0.709,0.313,221,15,4,6,2,0,5
212,dukeza01,34,STL,18.1,,27,74,66,8,13,2,0,3,1,1,6,12,0.197,0.284,0.364,0.647,0.196,24,1,2,0,0,2,0
213,dullry01,27,OAK,42,,49,177,157,30,37,6,0,7,3,3,16,45,0.236,0.316,0.408,0.724,0.283,64,4,3,0,1,1,1
214,dunnmi01,32,COL,50.1,,68,220,189,25,43,8,1,8,3,1,28,57,0.228,0.323,0.407,0.73,0.276,77,2,0,0,3,0,1
215,dysonsa01,29,TOT,54.2,,55,260,226,41,67,10,3,8,9,4,30,34,0.296,0.386,0.473,0.86,0.321,107,4,3,1,0,7,3
216,dysonsa01,29,TEX,16.2,,17,91,79,23,31,5,0,6,2,1,12,7,0.392,0.473,0.684,1.156,0.379,54,2,0,0,0,3,1
217,dysonsa01,29,SFG,38,,38,169,147,18,36,5,3,2,7,3,18,27,0.245,0.339,0.361,0.7,0.288,53,2,3,1,0,4,2
218,edginjo01,30,NYM,37,,46,166,143,16,39,9,0,3,0,1,18,27,0.273,0.373,0.399,0.772,0.319,57,5,5,0,0,1,1
219,edwarca01,25,CHC,66.1,,73,262,217,22,29,3,0,6,5,0,38,94,0.134,0.273,0.23,0.503,0.195,50,5,4,1,1,2,0
220,eflinza01,23,PHI,64.1,,11,280,256,45,79,14,0,16,1,1,12,35,0.309,0.345,0.551,0.896,0.3,141,7,5,2,5,0,0
221,eickhje01,26,PHI,128,,24,576,506,74,142,35,0,16,15,4,53,118,0.281,0.349,0.445,0.794,0.331,225,6,5,3,9,4,7
222,eliasro01,28,BOS,0.1,,1,2,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,,0,0,0,0,0,0,0
223,ellinbr02,26,MIA,44.2,,42,219,178,39,48,14,0,7,2,2,35,48,0.27,0.406,0.466,0.873,0.333,83,3,6,0,0,0,1
224,ennsdi01,26,MIN,4,,2,21,20,4,7,1,0,2,0,0,1,2,0.35,0.381,0.7,1.081,0.313,14,0,0,0,0,0,1
225,eschja01,27,SDP,0,,1,2,0,0,0,0,0,0,0,0,2,0,,1,,,,0,0,0,0,0,0,0
226,espinpa01,30,TOT,24,,12,109,95,17,23,7,0,7,0,0,10,20,0.242,0.333,0.537,0.87,0.235,51,1,3,1,0,0,2
227,espinpa01,30,MIL,17.2,,6,82,70,13,17,4,0,5,0,0,8,13,0.243,0.346,0.514,0.86,0.231,36,1,3,1,0,0,2
228,espinpa01,30,TEX,6.1,,6,27,25,4,6,3,0,2,0,0,2,7,0.24,0.296,0.6,0.896,0.25,15,0,0,0,0,0,0
229,estevca01,24,COL,32.1,,35,149,133,21,39,5,1,3,0,0,14,31,0.293,0.365,0.414,0.778,0.364,55,3,1,1,0,2,2
230,estrama01,33,TOR,186,,33,806,726,104,186,49,4,31,8,4,71,176,0.256,0.322,0.463,0.785,0.295,336,7,2,0,6,0,4
231,familje01,27,NYM,24.2,,26,111,91,14,21,3,0,1,8,1,15,25,0.231,0.339,0.297,0.636,0.299,27,2,1,2,2,3,3
232,fariaja01,23,TBR,86.2,,16,357,316,35,71,13,1,11,3,4,31,84,0.225,0.301,0.377,0.677,0.267,119,7,5,1,4,0,3
233,farmebu01,26,DET,48,,11,219,193,38,55,11,0,9,1,1,20,49,0.285,0.361,0.482,0.843,0.336,93,3,4,0,2,0,2
234,farquda01,30,TOT,49.1,,52,215,175,23,39,6,0,3,2,0,28,45,0.223,0.335,0.309,0.643,0.273,54,3,4,3,5,4,1
235,farquda01,30,TBR,35,,37,154,122,16,28,3,0,2,1,0,22,33,0.23,0.355,0.303,0.659,0.286,37,3,4,2,4,4,0
236,farquda01,30,CHW,14.1,,15,61,53,7,11,3,0,1,1,0,6,12,0.208,0.283,0.321,0.604,0.244,17,0,0,1,1,0,1
237,farrelu01,26,TOT,13,,10,61,51,8,12,2,0,2,0,0,10,9,0.235,0.361,0.392,0.753,0.25,20,0,0,0,0,0,0
238,farrelu01,26,KCR,2.2,,1,18,15,5,7,1,0,1,0,0,3,2,0.467,0.556,0.733,1.289,0.5,11,0,0,0,0,0,0
239,farrelu01,26,CIN,10.1,,9,43,36,3,5,1,0,1,0,0,7,7,0.139,0.279,0.25,0.529,0.143,9,0,0,0,0,0,0
240,feddeer01,24,WSN,15.1,,3,76,65,16,25,2,0,5,2,0,8,15,0.385,0.459,0.646,1.106,0.444,42,4,1,2,0,2,0
241,feldmsc01,34,CIN,111.1,,21,472,424,62,116,20,3,21,13,5,35,93,0.274,0.337,0.483,0.82,0.305,205,13,6,6,1,2,4
242,felizmi01,24,HOU,48,,46,218,192,31,53,17,2,8,2,0,22,70,0.276,0.344,0.51,0.854,0.381,98,2,0,0,4,1,2
243,felizne01,29,TOT,46,,49,196,171,33,40,11,1,9,2,0,23,37,0.234,0.327,0.468,0.794,0.246,80,7,1,0,1,2,1
244,felizne01,29,MIL,27,,29,115,99,22,23,4,1,8,1,0,15,21,0.232,0.33,0.535,0.866,0.211,53,5,0,0,1,2,1
245,felizne01,29,KCR,19,,20,81,72,11,17,7,0,1,1,0,8,16,0.236,0.321,0.375,0.696,0.291,27,2,1,0,0,0,0
246,ferreje01,26,DET,9.1,,11,49,43,7,17,3,0,2,2,0,5,6,0.395,0.449,0.605,1.054,0.417,26,0,0,0,1,1,0
247,fieldjo03,31,LAD,57,,57,223,206,19,40,8,0,10,0,3,15,60,0.194,0.251,0.379,0.63,0.219,78,3,1,0,1,1,3
248,fienca01,33,TOT,12,,10,62,55,17,23,5,0,5,1,1,6,10,0.418,0.475,0.782,1.257,0.45,43,1,0,1,0,2,0
249,fienca01,33,SEA,6,,6,29,25,10,9,2,0,3,1,1,4,6,0.36,0.448,0.8,1.248,0.375,20,1,0,0,0,0,0
250,fienca01,33,PHI,6,,4,33,30,7,14,3,0,2,0,0,2,4,0.467,0.5,0.767,1.267,0.5,23,0,0,1,0,2,0
251,fiersmi01,32,HOU,153.1,,29,671,591,95,157,24,3,32,18,2,62,146,0.266,0.348,0.479,0.827,0.302,283,16,13,3,1,0,6
252,finnebr01,24,CIN,13,,4,59,46,6,9,2,0,1,1,0,13,16,0.196,0.373,0.304,0.677,0.276,14,1,0,0,0,0,0
253,fistedo01,33,BOS,90.1,,18,392,343,55,87,18,2,9,0,1,38,83,0.254,0.329,0.397,0.726,0.305,136,5,3,3,5,3,3
254,flaheja01,21,STL,21.1,,6,94,81,15,23,2,1,4,0,1,10,20,0.284,0.362,0.481,0.843,0.322,39,3,1,0,2,1,0
255,flexech01,22,NYM,48,,14,233,193,44,62,12,0,11,4,1,35,36,0.321,0.427,0.554,0.981,0.345,107,6,2,1,2,0,1
256,florody01,26,CHC,9.2,,3,45,42,7,15,3,0,2,0,0,2,6,0.357,0.4,0.571,0.971,0.382,24,1,1,0,0,0,0
257,flynnbr01,27,KCR,2.1,,1,8,8,1,3,0,2,0,0,0,0,0,0.375,0.375,0.875,1.25,0.375,7,1,0,0,0,0,0
258,foltymi01,25,ATL,154,,29,692,610,86,169,37,3,20,7,3,59,143,0.277,0.349,0.446,0.795,0.332,272,8,10,11,2,2,5
259,fontwi01,27,LAD,3.2,,3,22,18,7,7,3,0,2,0,0,4,3,0.389,0.5,0.889,1.389,0.385,16,0,0,0,0,0,0
260,frankse01,28,CHC,2,,1,9,9,2,4,0,0,1,0,0,0,2,0.444,0.444,0.778,1.222,0.5,7,0,0,0,0,0,0
261,freelky01,24,COL,156,,33,688,596,78,169,34,3,17,8,3,63,107,0.284,0.356,0.436,0.792,0.317,260,17,8,14,7,4,6
262,freemmi01,29,SEA,1,,1,6,5,1,3,0,0,0,0,0,0,0,0.6,0.5,0.6,1.1,0.5,3,0,0,0,1,0,0
263,freemsa01,30,ATL,60,,58,254,222,19,48,6,0,3,2,0,27,59,0.216,0.308,0.284,0.592,0.28,63,6,3,1,1,2,2
264,friedma01,23,ATL,26,,9,121,105,15,30,5,1,3,0,1,12,22,0.286,0.38,0.438,0.818,0.338,46,4,4,0,0,1,3
265,frierer01,31,TEX,7,,6,31,24,4,6,1,0,0,0,1,6,5,0.25,0.4,0.292,0.692,0.316,7,1,0,1,0,2,0
266,fryja01,23,CHW,6.2,,11,36,31,8,12,2,1,1,0,0,5,3,0.387,0.472,0.613,1.085,0.407,19,1,0,0,0,1,0
267,fulmeca01,23,CHW,23.1,,7,101,85,10,16,0,0,4,0,0,13,19,0.188,0.31,0.329,0.639,0.194,28,1,2,1,0,0,1
268,fulmemi01,24,DET,164.2,,25,676,617,80,150,23,2,13,4,1,40,114,0.243,0.294,0.35,0.644,0.275,216,20,8,3,8,2,9
269,gallayo01,31,SEA,130.2,,28,578,509,84,138,26,2,24,5,0,60,94,0.271,0.348,0.472,0.82,0.289,240,12,2,4,3,3,2
270,gallegi01,25,NYY,20.1,,16,88,80,12,21,5,0,3,0,0,5,22,0.263,0.302,0.438,0.74,0.321,35,0,0,1,1,1,0
271,gantjo01,24,STL,17.1,,7,76,64,9,17,2,1,4,0,1,10,11,0.266,0.368,0.516,0.884,0.26,33,5,1,0,1,1,2
272,garcija02,30,TOT,157,,27,673,602,86,157,43,2,18,21,5,64,129,0.261,0.331,0.429,0.759,0.303,258,18,1,2,4,5,6
273,garcija02,30,TOT,44,,9,199,173,28,49,14,0,6,6,0,23,44,0.283,0.362,0.468,0.83,0.341,81,5,0,0,3,1,1
274,garcija02,30,ATL,113,,18,474,429,58,108,29,2,12,15,5,41,85,0.252,0.318,0.413,0.73,0.288,177,13,1,2,1,4,5
275,garcija02,30,MIN,6.2,,1,29,26,3,8,4,0,0,0,0,3,7,0.308,0.379,0.462,0.841,0.421,12,2,0,0,0,0,0
276,garcija02,30,NYY,37.1,,8,170,147,25,41,10,0,6,6,0,20,37,0.279,0.359,0.469,0.828,0.327,69,3,0,0,3,1,1
277,garcija04,24,MIA,53.1,,68,225,200,29,47,9,2,6,1,2,17,42,0.235,0.305,0.39,0.695,0.266,78,2,4,2,2,0,1
278,garcilu03,30,PHI,71.1,,66,295,266,22,61,9,0,3,5,0,26,60,0.229,0.296,0.297,0.593,0.283,79,8,0,1,2,5,1
279,garcion01,27,KCR,6,,2,32,27,9,12,2,1,2,0,0,5,2,0.444,0.531,0.815,1.346,0.435,22,3,0,0,0,0,0
280,gardeni01,23,TEX,8,,12,40,33,8,10,1,0,1,2,0,7,3,0.303,0.425,0.424,0.849,0.31,14,2,0,0,0,0,1
281,garream01,25,CIN,70.2,,16,321,275,60,74,13,1,23,4,4,40,63,0.269,0.363,0.575,0.937,0.266,158,5,2,1,3,2,5
282,gartory01,27,TOT,22,,20,90,82,12,18,4,0,4,1,0,6,16,0.22,0.27,0.415,0.684,0.222,34,1,0,1,1,0,1
283,gartory01,27,TBR,10.1,,7,48,42,10,13,3,0,3,1,0,5,9,0.31,0.383,0.595,0.978,0.333,25,1,0,1,0,0,0
284,gartory01,27,SEA,11.2,,13,42,40,2,5,1,0,1,0,0,1,7,0.125,0.143,0.225,0.368,0.121,9,0,0,0,1,0,1
285,garzama01,33,MIL,114.2,,24,504,448,72,121,25,4,17,11,1,45,79,0.27,0.336,0.458,0.794,0.293,205,11,1,7,3,4,3
286,gausmke01,26,BAL,186.2,,34,816,736,99,208,39,2,29,9,3,71,179,0.283,0.348,0.459,0.808,0.337,338,21,5,1,3,0,2
287,gavigsa01,27,TOT,74.1,,16,313,281,41,76,18,1,16,9,3,26,49,0.27,0.337,0.512,0.849,0.275,144,11,3,1,2,1,1
288,gavigsa01,27,SEA,62.1,,12,259,233,37,63,14,1,15,6,3,21,40,0.27,0.333,0.532,0.866,0.267,124,10,2,1,2,1,1
289,gavigsa01,27,KCR,12,,4,54,48,4,13,4,0,1,3,0,5,9,0.271,0.352,0.417,0.769,0.316,20,1,1,0,0,0,0
290,gearrco01,31,SFG,68,,68,285,240,16,50,11,2,4,4,3,35,64,0.208,0.324,0.321,0.645,0.264,77,8,7,1,2,4,2
291,geedi01,31,TOT,49.1,,18,212,191,24,54,11,1,8,0,2,15,41,0.283,0.344,0.476,0.821,0.319,91,7,4,0,2,0,1
292,geedi01,31,TEX,13,,4,61,53,10,17,3,0,4,0,1,6,10,0.321,0.41,0.604,1.014,0.333,32,2,2,0,0,0,1
293,geedi01,31,MIN,36.1,,14,151,138,14,37,8,1,4,0,1,9,31,0.268,0.318,0.428,0.745,0.314,59,5,2,0,2,0,0
294,gennesc01,27,CIN,1,,1,7,5,2,2,0,0,1,0,0,1,0,0.4,0.571,1,1.571,0.25,5,0,1,0,0,0,0
295,germado01,24,NYY,14.1,,7,62,51,6,11,3,0,1,0,0,9,18,0.216,0.328,0.333,0.661,0.303,17,2,0,1,1,0,0
296,gibsoky01,29,MIN,158,,29,693,624,93,182,32,3,24,1,5,60,121,0.292,0.358,0.468,0.826,0.328,292,26,6,1,2,0,4
297,gileske01,26,HOU,62.2,,63,247,222,16,44,8,1,4,4,0,21,83,0.198,0.268,0.297,0.566,0.292,66,4,1,1,2,0,1
298,gilmase01,27,NYM,3.1,,2,19,16,5,8,0,0,2,0,0,1,4,0.5,0.5,0.875,1.375,0.545,14,0,0,1,1,0,0
299,gimench01,34,MIN,5,,6,22,22,4,7,2,0,1,0,0,0,0,0.318,0.318,0.545,0.864,0.286,12,0,0,0,0,0,0
300,giolilu01,22,CHW,45.1,,7,179,163,14,31,4,2,8,2,4,12,34,0.19,0.258,0.387,0.645,0.19,63,2,3,1,0,0,4
301,givenmy01,27,BAL,78.2,,69,315,285,24,57,10,0,10,6,1,25,88,0.2,0.276,0.34,0.617,0.251,97,7,5,0,0,1,2
302,glasnty01,23,PIT,62,,15,305,254,61,81,20,3,13,15,8,44,56,0.319,0.422,0.575,0.997,0.366,146,4,2,4,1,2,4
303,gloveko01,24,WSN,19.1,,23,80,75,11,20,3,0,1,2,0,4,17,0.267,0.3,0.347,0.647,0.328,26,0,0,0,1,0,0
304,godleza01,27,ARI,155,,26,627,561,61,124,33,1,15,1,0,53,165,0.221,0.293,0.364,0.657,0.285,204,22,5,6,2,2,5
305,goedder01,28,NYM,29,,33,122,109,17,28,8,0,8,2,1,11,33,0.257,0.322,0.55,0.873,0.29,60,1,0,1,1,0,0
306,goforda01,28,MIL,1,,1,4,3,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0
307,goharlu01,20,ATL,29.1,,5,123,113,17,32,13,1,2,2,1,8,31,0.283,0.331,0.469,0.8,0.375,53,2,0,2,0,0,0
308,goldbbr01,27,CHW,12,,11,62,46,11,14,4,0,2,0,0,14,3,0.304,0.484,0.522,1.006,0.293,24,4,2,0,0,0,0
309,gomezje01,29,PHI,22.1,,18,100,89,19,31,4,0,7,0,0,7,21,0.348,0.408,0.629,1.037,0.393,56,4,2,2,0,2,0
310,gomezro01,27,SFG,5.1,,4,26,25,5,9,0,3,0,0,0,1,6,0.36,0.385,0.6,0.985,0.474,15,0,0,0,0,0,0
311,gonzama02,25,TOT,40,,11,185,172,27,59,6,2,8,2,1,11,32,0.343,0.384,0.541,0.924,0.383,93,3,1,0,1,0,1
312,gonzama02,25,STL,3.1,,1,16,16,5,6,1,1,3,0,0,0,2,0.375,0.375,1.125,1.5,0.273,18,0,0,0,0,0,0
313,gonzama02,25,SEA,36.2,,10,169,156,22,53,5,1,5,2,1,11,30,0.34,0.385,0.481,0.865,0.393,75,3,1,0,1,0,1
314,gonzagi01,31,WSN,201,,32,827,731,69,158,31,0,21,14,5,79,188,0.216,0.298,0.345,0.642,0.261,252,16,7,7,3,5,3
315,gonzami03,33,TOT,156,,27,684,616,88,167,39,5,22,8,2,55,100,0.271,0.334,0.458,0.792,0.291,282,10,6,2,5,2,8
316,gonzami03,33,CHW,133.2,,22,588,531,72,145,37,4,16,7,1,47,85,0.273,0.334,0.448,0.783,0.297,238,10,4,2,4,2,8
317,gonzami03,33,TEX,22.1,,5,96,85,16,22,2,1,6,1,1,8,15,0.259,0.333,0.518,0.851,0.246,44,0,2,0,1,0,0
318,goodyni01,25,CLE,54.2,,56,221,197,20,39,7,1,7,1,0,20,72,0.198,0.282,0.35,0.632,0.271,69,6,3,1,0,2,4
319,gosseda01,24,OAK,91.1,,18,414,379,67,116,27,1,21,2,2,31,72,0.306,0.357,0.549,0.906,0.33,208,7,0,2,2,0,5
320,gotttr01,24,WSN,3,,4,23,20,10,11,1,0,1,0,0,3,3,0.55,0.609,0.75,1.359,0.625,15,0,0,0,0,1,0
321,gracema02,28,WSN,50,,40,215,188,25,50,8,1,3,6,1,18,31,0.266,0.335,0.367,0.702,0.299,69,3,3,3,3,4,1
322,graveke01,26,OAK,105.1,,19,444,407,50,114,22,4,12,7,1,32,70,0.28,0.338,0.442,0.78,0.313,180,15,4,0,1,1,2
323,grayjo02,25,COL,110.1,,20,461,425,47,113,17,5,10,9,2,30,112,0.266,0.316,0.4,0.716,0.338,170,9,2,2,2,0,3
324,grayso01,27,TOT,162.1,,27,678,615,79,139,30,2,19,11,3,57,153,0.226,0.294,0.374,0.668,0.27,230,12,3,1,2,1,11
325,grayso01,27,OAK,97,,16,400,367,48,84,21,1,8,9,2,30,94,0.229,0.288,0.357,0.644,0.285,131,9,1,0,2,0,8
326,grayso01,27,NYY,65.1,,11,278,248,31,55,9,1,11,2,1,27,59,0.222,0.303,0.399,0.702,0.247,99,3,2,1,0,1,3
327,greench03,26,NYY,69,,40,253,231,14,34,10,0,4,5,2,17,103,0.147,0.211,0.242,0.454,0.24,56,4,2,2,1,0,1
328,greensh02,28,DET,67.2,,71,283,244,21,50,8,1,6,1,1,34,73,0.205,0.311,0.32,0.631,0.265,78,9,4,0,1,4,3
329,gregelu01,33,HOU,61,,65,263,241,31,62,14,0,13,11,0,20,70,0.257,0.313,0.477,0.79,0.308,115,2,0,1,1,4,1
330,greinza01,33,ARI,202.1,,32,801,749,80,172,35,4,25,5,9,45,215,0.23,0.272,0.387,0.659,0.287,290,19,0,4,3,0,6
331,griffaj01,29,TEX,77.1,,18,338,300,52,76,20,1,20,2,1,28,61,0.253,0.325,0.527,0.852,0.251,158,4,6,0,4,0,2
332,grillja01,40,TOT,40,,46,184,165,30,46,13,0,12,3,1,18,48,0.279,0.353,0.576,0.929,0.324,95,1,1,0,0,0,1
333,grillja01,40,TOR,20.2,,26,95,86,17,24,6,0,9,1,0,9,23,0.279,0.347,0.663,1.01,0.278,57,1,0,0,0,0,0
334,grillja01,40,TEX,19.1,,20,89,79,13,22,7,0,3,2,1,9,25,0.278,0.36,0.481,0.841,0.373,38,0,1,0,0,0,1
335,grimmju01,28,CHC,55.1,,50,232,202,34,47,5,0,12,8,1,27,59,0.233,0.325,0.436,0.76,0.265,88,5,1,1,1,0,0
336,gsellro01,23,NYM,119.2,,25,549,493,85,138,31,4,17,7,3,42,82,0.28,0.345,0.462,0.807,0.306,228,10,8,4,2,3,16
337,guduare01,25,HOU,16,,22,83,71,14,24,6,0,1,1,0,12,16,0.338,0.434,0.465,0.899,0.426,33,1,0,0,0,0,0
338,guerrde01,28,LAA,25,,19,105,92,13,20,7,0,4,1,1,12,22,0.217,0.305,0.424,0.729,0.239,39,1,0,0,1,0,0
339,guerrja01,31,MIA,21,,16,88,80,8,23,4,0,2,0,0,7,12,0.288,0.345,0.413,0.757,0.318,33,5,0,1,0,1,1
340,guerrju02,32,MIL,70.1,,21,314,265,44,61,8,1,18,1,1,43,67,0.23,0.345,0.472,0.817,0.238,125,6,4,1,1,0,9
341,gurkaja01,29,LAA,0.2,,3,5,4,0,2,1,0,0,0,0,1,0,0.5,0.6,0.75,1.35,0.5,3,0,0,0,0,0,0
342,gustaja01,24,HOU,5,,6,25,18,4,5,1,0,0,0,0,7,2,0.278,0.48,0.333,0.813,0.313,6,2,0,0,0,0,0
343,guthrje01,38,WSN,0.2,,1,12,6,10,6,1,1,0,1,0,4,0,1,0.833,1.5,2.333,0.75,9,0,0,0,2,0,0
344,haderjo01,23,MIL,47.2,,35,188,160,11,25,8,0,4,1,1,22,68,0.156,0.273,0.281,0.554,0.236,45,4,4,1,1,1,1
345,hahnje01,27,OAK,69.2,,14,316,276,46,78,15,3,4,4,1,27,55,0.283,0.346,0.402,0.748,0.332,111,8,3,3,6,0,8
346,haleyju01,26,MIN,18,,10,81,73,12,22,1,3,3,1,0,6,14,0.301,0.358,0.521,0.879,0.333,38,3,1,0,1,0,2
347,hamelco01,33,TEX,148,,24,614,548,74,125,28,2,18,8,6,53,105,0.228,0.308,0.385,0.693,0.251,211,15,11,0,2,1,6
348,hammeja01,34,KCR,180.1,,32,804,737,109,209,35,2,26,20,3,48,145,0.284,0.331,0.442,0.773,0.318,326,5,9,0,10,2,8
349,handbr01,27,SDP,79.1,,72,311,282,20,54,7,1,9,3,0,20,104,0.191,0.261,0.319,0.58,0.265,90,6,7,1,1,1,0
350,happja01,34,TOR,145.1,,25,626,575,64,145,22,3,18,8,2,46,142,0.252,0.306,0.395,0.7,0.303,227,5,0,1,4,1,9
351,hardybl01,30,DET,33.1,,35,156,139,24,46,9,0,7,1,1,13,28,0.331,0.378,0.547,0.925,0.361,76,3,0,0,4,1,1
352,harrelu01,32,TOR,6.1,,4,33,29,5,10,1,0,1,0,0,4,6,0.345,0.424,0.483,0.907,0.409,14,0,0,0,0,0,1
353,harriwi10,32,HOU,45.1,,46,177,170,15,37,4,0,7,2,1,7,52,0.218,0.249,0.365,0.613,0.27,62,1,0,0,0,0,0
354,hartdo01,26,BAL,43.2,,51,190,172,19,48,8,0,5,2,0,13,29,0.279,0.342,0.413,0.755,0.309,71,7,4,0,1,0,1
355,harvema01,28,NYM,92.2,,19,431,373,70,110,15,1,21,4,1,47,67,0.295,0.381,0.509,0.89,0.31,190,5,6,3,2,3,1
356,hatchch02,32,TOT,59.2,,49,257,232,29,58,11,0,10,1,0,21,63,0.25,0.31,0.427,0.737,0.298,99,2,0,2,2,2,1
357,hatchch02,32,LAD,36.2,,26,158,143,20,37,7,0,7,0,0,12,43,0.259,0.314,0.455,0.769,0.319,65,2,0,2,1,0,1
358,hatchch02,32,OAK,23,,23,99,89,9,21,4,0,3,1,0,9,20,0.236,0.303,0.382,0.685,0.269,34,0,0,0,1,2,0
359,hauscmi01,27,TEX,8,,4,39,36,10,14,2,0,5,1,0,2,7,0.389,0.436,0.861,1.297,0.375,31,2,1,0,0,0,0
360,heanean01,26,LAA,21.2,,5,101,90,17,27,2,1,12,0,1,9,27,0.3,0.364,0.744,1.108,0.294,67,0,0,2,0,0,1
361,hellebe01,25,NYY,11,,9,43,36,1,5,0,1,0,1,0,6,9,0.139,0.256,0.194,0.45,0.179,7,1,0,0,1,0,1
362,hellije01,30,TOT,164,,30,695,628,105,160,41,3,35,7,4,47,96,0.255,0.312,0.497,0.808,0.248,312,13,8,5,7,2,7
363,hellije01,30,PHI,112.1,,20,472,426,62,111,28,3,22,4,3,30,65,0.261,0.315,0.495,0.81,0.259,211,10,6,5,5,2,4
364,hellije01,30,BAL,51.2,,10,223,202,43,49,13,0,13,3,1,17,31,0.243,0.305,0.5,0.805,0.225,101,3,2,0,2,0,3
365,hembrhe01,28,BOS,62,,62,271,249,29,72,14,0,10,8,2,18,70,0.289,0.337,0.466,0.803,0.363,116,5,1,1,2,0,3
366,hendrky01,27,CHC,139.2,,24,570,521,49,126,17,0,17,13,4,40,123,0.242,0.298,0.372,0.67,0.285,194,11,2,6,1,1,5
