Rk,Name,Age,Tm,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
733,salazda01,27,CLE,103,,23,439,388,51,94,19,0,14,1,3,44,145,0.242,0.322,0.399,0.721,0.345,155,10,3,1,3,0,3
734,salech01,28,BOS,214.1,,32,851,794,73,165,34,3,24,10,2,43,308,0.208,0.254,0.349,0.603,0.303,277,11,8,2,4,0,5
735,samarje01,32,SFG,207.2,,32,847,801,107,204,40,12,30,6,7,32,205,0.255,0.287,0.447,0.734,0.305,358,11,6,4,4,1,6
736,sanchaa01,24,TOR,36,,8,167,146,24,42,7,0,6,5,1,20,24,0.288,0.377,0.459,0.836,0.31,67,5,1,0,0,0,3
737,sanchan03,27,PIT,12.1,,8,54,52,12,16,3,0,5,0,0,1,10,0.308,0.315,0.654,0.969,0.289,34,0,0,0,1,0,0
738,sanchan01,33,DET,105.1,,28,482,444,81,139,24,1,26,13,6,29,104,0.313,0.358,0.547,0.906,0.356,243,3,4,2,3,1,3
739,santaed01,25,PIT,18,,19,81,67,8,16,6,0,2,1,0,12,20,0.239,0.363,0.418,0.78,0.311,28,2,1,1,0,1,1
740,santaer01,34,MIN,211.1,,33,864,786,85,177,28,5,31,11,2,61,167,0.225,0.286,0.392,0.678,0.247,308,8,8,4,4,2,4
741,santihe01,29,MIN,70.1,,15,311,274,44,70,6,0,15,8,2,31,51,0.255,0.341,0.442,0.782,0.263,121,3,5,0,1,0,1
742,santolu01,26,TOR,16.2,,10,68,64,5,15,5,0,4,1,0,4,16,0.234,0.279,0.5,0.779,0.25,32,1,0,0,0,0,0
743,sardilu01,24,SDP,1,,1,4,4,0,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.25,1,0,0,0,0,0,0
744,saupowa01,27,DET,62.2,,45,280,240,36,64,9,0,9,6,3,31,44,0.267,0.362,0.417,0.779,0.291,100,5,6,1,2,5,0
745,scahiro01,30,MIL,22.1,,18,97,82,14,21,5,0,3,2,0,10,10,0.256,0.351,0.427,0.777,0.254,35,6,3,0,2,4,4
746,schepta01,30,TEX,4,,5,21,17,3,5,2,0,0,1,0,3,5,0.294,0.429,0.412,0.84,0.417,7,0,1,0,0,0,0
747,scherma01,32,WSN,200.2,,31,780,709,62,126,30,2,22,7,3,55,268,0.178,0.247,0.319,0.566,0.248,226,13,11,4,1,2,5
748,schugaj01,28,PIT,32,,32,136,120,8,31,5,1,3,0,1,14,27,0.258,0.333,0.392,0.725,0.308,47,2,0,1,1,2,0
749,scottro02,27,BOS,35.2,,57,141,123,16,22,3,1,7,0,1,13,31,0.179,0.27,0.39,0.66,0.172,48,2,3,0,2,1,1
750,scottta01,22,BAL,1.2,,2,9,7,2,2,1,0,0,0,0,2,2,0.286,0.444,0.429,0.873,0.4,3,0,0,0,0,0,0
751,scribev01,31,SEA,7.1,,8,34,33,9,13,3,0,3,1,0,0,6,0.394,0.394,0.758,1.152,0.417,25,1,0,1,0,0,0
752,scribtr01,25,LAA,23.2,,10,99,87,14,17,3,1,7,0,0,10,18,0.195,0.293,0.494,0.787,0.161,43,1,2,0,0,0,1
753,senzaan01,22,COL,134.2,,36,564,504,72,128,28,5,18,4,1,47,102,0.254,0.32,0.437,0.756,0.283,220,17,4,4,5,1,2
754,severlu01,23,NYY,193.1,,31,783,720,73,150,30,0,21,4,2,51,230,0.208,0.266,0.338,0.603,0.274,243,11,6,3,2,0,11
755,sewalpa01,27,NYM,65.1,,57,275,245,36,58,15,1,8,0,0,21,69,0.237,0.301,0.404,0.706,0.292,99,5,3,3,3,2,2
756,shackke01,28,CIN,30.2,,26,135,118,16,30,2,0,6,0,0,13,38,0.254,0.341,0.424,0.764,0.32,50,3,3,0,1,0,0
757,shawbr01,29,CLE,76.2,,79,312,288,36,71,12,2,5,3,0,22,73,0.247,0.299,0.354,0.653,0.313,102,18,0,1,1,3,8
758,sherfji01,25,ARI,10.2,,11,37,35,0,5,3,0,0,1,1,2,9,0.143,0.189,0.229,0.418,0.192,8,1,0,0,0,0,0
759,sherrry01,27,STL,14.1,,13,60,55,5,13,2,0,2,1,0,4,15,0.236,0.3,0.382,0.682,0.289,21,1,1,0,0,0,0
760,shielja02,35,CHW,117,,21,516,459,72,116,22,3,27,9,0,53,103,0.253,0.334,0.49,0.824,0.271,225,6,3,1,0,3,3
761,shiplbr01,25,ARI,25,,10,122,103,18,31,9,1,5,2,0,15,18,0.301,0.388,0.553,0.942,0.317,57,3,1,0,2,1,2
762,shoemma01,30,LAA,77.2,,14,326,291,41,73,13,2,15,4,3,28,69,0.251,0.324,0.464,0.788,0.279,135,7,4,1,1,0,1
763,shrevch01,26,NYY,45.1,,44,198,171,20,35,11,0,8,0,0,25,58,0.205,0.303,0.409,0.712,0.252,70,0,0,0,2,3,2
764,siegrke01,27,TOT,39.1,,46,172,148,21,39,10,1,5,2,2,22,43,0.264,0.36,0.446,0.806,0.337,66,5,1,0,1,2,2
765,siegrke01,27,STL,34.1,,39,151,129,19,35,8,1,4,2,2,20,36,0.271,0.371,0.442,0.813,0.344,57,5,1,0,1,2,2
766,siegrke01,27,PHI,5,,7,21,19,2,4,2,0,1,0,0,2,7,0.211,0.286,0.474,0.759,0.273,9,0,0,0,0,0,0
767,simmosh01,26,SEA,7.2,,9,30,24,6,4,1,0,1,0,0,4,8,0.167,0.267,0.333,0.6,0.176,8,3,0,0,2,0,1
768,simslu01,23,ATL,57.2,,14,255,222,37,64,17,2,9,3,5,23,44,0.288,0.364,0.505,0.869,0.324,112,3,4,5,1,2,0
769,sippto01,33,HOU,37.1,,46,165,146,25,36,10,2,8,6,0,16,39,0.247,0.323,0.507,0.83,0.28,74,1,1,1,1,2,2
770,skaggty01,25,LAA,85,,16,365,329,46,90,19,0,13,9,1,28,76,0.274,0.34,0.45,0.79,0.318,148,11,6,0,2,0,2
771,skogler01,24,KCR,18,,7,93,80,20,30,10,0,2,0,1,12,14,0.375,0.452,0.575,1.027,0.431,46,1,0,0,1,0,0
772,slanida01,25,SFG,1,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,slegeaa01,24,MIN,15.1,,4,63,57,12,12,2,0,3,1,1,6,9,0.211,0.286,0.404,0.689,0.2,23,1,0,0,0,0,1
774,smithca03,25,NYY,18.2,,9,86,75,16,21,4,0,4,0,0,10,18,0.28,0.36,0.493,0.854,0.315,37,0,0,0,1,1,0
775,smithca02,27,BOS,6.2,,8,27,25,1,7,0,0,0,0,1,2,7,0.28,0.333,0.28,0.613,0.389,7,2,0,0,0,0,1
776,smithch08,36,OAK,55.2,,14,250,224,45,60,14,1,16,2,2,22,31,0.268,0.332,0.554,0.886,0.244,124,3,1,0,3,1,5
777,smithch10,28,TOR,5,,4,23,22,3,7,3,1,1,0,0,1,1,0.318,0.348,0.682,1.03,0.3,15,0,0,0,0,0,0
778,smithjo05,33,TOT,54,,59,214,201,20,46,9,0,4,3,1,10,71,0.229,0.268,0.333,0.601,0.331,67,2,1,1,1,1,0
779,smithjo05,33,TOR,35.2,,38,144,131,13,30,5,0,3,2,1,10,51,0.229,0.287,0.336,0.623,0.346,44,2,1,1,1,1,0
780,smithjo05,33,CLE,18.1,,21,70,70,7,16,4,0,1,1,0,0,20,0.229,0.229,0.329,0.557,0.306,23,0,0,0,0,0,0
781,smithjo07,29,OAK,35,,26,151,135,20,35,16,2,3,2,1,15,25,0.259,0.331,0.474,0.805,0.296,64,2,0,0,1,1,1
782,smokejo01,28,NYM,56.1,,54,267,227,34,64,16,0,10,6,2,32,68,0.282,0.374,0.485,0.858,0.355,110,1,3,2,3,7,2
783,snellbl01,24,TBR,129.1,,24,547,482,65,113,26,2,15,5,2,59,119,0.234,0.317,0.39,0.707,0.281,188,15,0,4,1,1,2
784,socolmi01,30,STL,18.2,,15,87,80,20,27,11,0,4,0,0,4,14,0.338,0.379,0.625,1.004,0.365,50,3,2,0,1,0,2
785,solissa01,28,WSN,26,,30,112,99,17,22,5,0,4,0,0,13,28,0.222,0.313,0.394,0.706,0.269,39,2,0,0,0,0,1
786,soriajo01,33,KCR,56,,59,232,210,24,49,7,1,1,0,0,20,64,0.233,0.302,0.29,0.592,0.329,61,7,1,0,1,2,2
787,sparkgl01,25,TOR,1,,2,12,11,7,9,3,0,0,2,0,1,1,0.818,0.833,1.091,1.924,0.9,12,1,0,0,0,0,0
788,stammcr01,33,SDP,80.1,,60,329,297,29,68,10,0,12,5,1,28,74,0.229,0.3,0.384,0.684,0.265,114,12,2,2,0,3,5
789,stanery01,25,TBR,20,,21,95,82,13,26,4,0,6,4,1,12,29,0.317,0.4,0.585,0.985,0.417,48,1,0,0,1,2,0
790,steckdr01,26,MIA,34.2,,37,151,132,13,30,5,0,4,2,1,18,54,0.227,0.318,0.356,0.674,0.347,47,1,0,0,1,1,3
791,stephja01,23,CIN,25,,7,101,91,13,19,3,0,6,2,2,9,21,0.209,0.287,0.44,0.727,0.203,40,0,1,0,0,0,0
792,stephro01,24,CIN,84.2,,25,383,317,52,81,22,1,12,4,5,53,86,0.256,0.36,0.445,0.805,0.307,141,7,2,5,6,3,6
793,stewabr01,25,LAD,34.1,,17,147,124,18,28,3,0,4,1,0,19,29,0.226,0.331,0.347,0.678,0.261,43,5,1,2,1,2,2
794,storedr01,29,CIN,54.2,,58,246,210,32,57,9,1,7,2,2,23,48,0.271,0.366,0.424,0.79,0.316,89,6,10,0,3,5,3
795,strahma01,25,KCR,34.2,,24,154,127,22,30,5,0,6,0,1,22,37,0.236,0.362,0.417,0.779,0.286,53,4,3,2,0,2,0
796,straida01,28,MIA,181.2,,33,769,687,90,176,41,5,31,10,6,60,170,0.256,0.318,0.466,0.783,0.294,320,9,5,10,7,4,1
797,strasst01,28,WSN,175.1,,28,701,641,55,131,31,1,13,7,4,47,204,0.204,0.265,0.317,0.581,0.276,203,14,7,2,4,5,8
798,stratch01,26,SFG,58.2,,13,256,222,25,59,11,1,5,3,1,28,51,0.266,0.346,0.392,0.738,0.32,87,6,1,2,3,0,2
799,streehu01,33,LAA,4,,4,15,14,0,2,1,0,0,0,0,1,3,0.143,0.2,0.214,0.414,0.182,3,0,0,0,0,0,0
800,strichu01,28,SFG,61.1,,68,268,233,20,59,6,4,4,4,2,29,58,0.253,0.337,0.365,0.702,0.316,85,5,2,1,3,4,2
801,stripro01,27,LAD,74.1,,49,304,280,31,69,13,0,10,3,1,19,74,0.246,0.291,0.4,0.691,0.296,112,9,0,2,3,4,3
802,stromma01,26,TOR,201,,33,834,762,82,201,33,1,21,10,5,62,164,0.264,0.323,0.392,0.715,0.31,299,34,6,0,4,1,5
803,stroppe01,32,CHC,60.1,,69,250,218,22,45,11,1,4,2,1,26,65,0.206,0.298,0.321,0.619,0.273,70,7,3,2,1,1,3
804,stumpda01,26,DET,37.2,,55,160,139,16,37,3,2,5,2,0,15,33,0.266,0.338,0.424,0.762,0.305,59,6,2,0,4,1,0
805,suareal01,27,SFG,31.2,,18,135,122,18,28,7,1,4,2,0,11,34,0.23,0.296,0.402,0.698,0.282,49,1,1,0,1,2,1
806,sucreje01,29,TBR,1,,1,7,4,3,2,2,0,0,0,0,2,0,0.5,0.571,1,1.571,0.4,4,0,0,0,1,0,0
807,suterbr01,27,MIL,81.2,,22,341,315,33,83,11,2,8,2,1,22,64,0.263,0.315,0.387,0.702,0.307,122,6,2,1,1,2,3
808,swarzan01,31,TOT,77.1,,70,303,275,21,58,7,3,6,4,1,22,91,0.211,0.272,0.324,0.595,0.287,89,6,2,1,3,4,0
809,swarzan01,31,CHW,48.1,,41,186,171,12,37,4,1,2,3,1,13,52,0.216,0.269,0.287,0.555,0.294,49,6,0,0,2,2,0
810,swarzan01,31,MIL,29,,29,117,104,9,21,3,2,4,1,0,9,39,0.202,0.276,0.385,0.66,0.274,40,0,2,1,1,2,0
811,syndeno01,24,NYM,30.1,,7,124,118,14,29,5,1,0,2,2,3,34,0.246,0.268,0.305,0.573,0.341,36,1,1,1,1,1,3
812,taillja01,25,PIT,133.2,,25,587,525,69,152,38,4,11,15,0,46,125,0.29,0.349,0.44,0.789,0.359,231,12,4,8,4,3,3
813,tanakma01,28,NYY,178.1,,30,752,700,100,180,42,0,35,4,3,41,194,0.257,0.304,0.467,0.771,0.307,327,15,7,1,2,1,5
814,taylobe10,24,BOS,17.1,,14,80,71,10,20,3,1,3,0,0,9,18,0.282,0.363,0.479,0.841,0.34,34,2,0,0,0,0,1
815,tazawju01,31,MIA,55.1,,55,238,211,35,55,10,1,8,4,0,22,38,0.261,0.335,0.431,0.766,0.283,91,5,2,2,1,4,1
816,teherju01,26,ATL,188.1,,32,812,723,103,186,31,5,31,26,6,72,151,0.257,0.329,0.443,0.772,0.285,320,15,7,7,3,3,7
817,teperry01,29,TOR,77.2,,73,319,278,35,57,12,1,7,11,2,31,81,0.205,0.302,0.331,0.633,0.262,92,9,8,1,1,4,1
818,tepesni01,28,TOT,15.2,,4,80,67,15,22,5,0,6,1,0,9,9,0.328,0.43,0.672,1.102,0.308,45,1,3,1,0,1,1
819,tepesni01,28,MIN,1.2,,1,13,11,7,5,2,0,1,1,0,2,2,0.455,0.538,0.909,1.448,0.5,10,0,0,0,0,0,1
820,tepesni01,28,TOR,14,,3,67,56,8,17,3,0,5,0,0,7,7,0.304,0.409,0.625,1.034,0.273,35,1,3,1,0,1,0
821,dygesje01,24,PHI,18.1,,15,86,78,17,24,4,0,5,0,0,7,10,0.308,0.372,0.551,0.923,0.302,43,0,1,0,0,0,0
822,thompja03,23,PHI,46.1,,11,210,181,27,50,10,1,9,2,0,22,35,0.276,0.367,0.492,0.858,0.295,89,8,5,0,2,0,3
823,tillmch01,29,BAL,93,,24,444,386,86,125,25,0,24,2,2,51,63,0.324,0.406,0.575,0.981,0.336,222,10,4,1,2,0,1
824,tollias01,29,HOU,5,,3,22,17,2,4,1,0,0,0,0,4,5,0.235,0.409,0.294,0.703,0.333,5,0,1,0,0,0,0
825,tomlijo01,32,CLE,141,,26,585,564,80,166,41,1,23,1,1,14,109,0.294,0.315,0.493,0.807,0.329,278,18,4,0,3,0,3
826,tonkimi01,27,MIN,21,,16,97,83,15,22,5,0,6,0,1,12,24,0.265,0.361,0.542,0.903,0.296,45,2,1,0,1,0,1
827,torreca01,34,MIL,72.2,,67,322,280,37,78,10,1,10,7,2,33,56,0.279,0.356,0.429,0.785,0.312,120,9,3,2,4,1,3
828,torrejo02,23,SDP,68.1,,62,284,258,34,63,14,1,13,5,0,16,63,0.244,0.295,0.457,0.753,0.27,118,7,4,3,3,0,3
829,treinbl01,29,TOT,75.2,,72,325,292,35,80,14,2,6,3,1,25,74,0.274,0.338,0.397,0.736,0.344,116,12,5,0,3,3,2
830,treinbl01,29,WSN,37.2,,37,169,150,24,48,9,1,3,2,0,13,32,0.32,0.379,0.453,0.832,0.381,68,10,3,0,3,1,0
831,treinbl01,29,OAK,38,,35,156,142,11,32,5,1,3,1,1,12,42,0.225,0.295,0.338,0.633,0.299,48,2,2,0,0,2,2
832,triggan01,28,OAK,65.1,,12,283,256,42,68,8,1,9,15,4,19,50,0.266,0.323,0.41,0.733,0.295,105,5,4,1,3,0,6
833,tsengje01,22,CHC,6,,2,26,22,5,5,1,0,2,2,1,2,8,0.227,0.308,0.545,0.853,0.231,12,0,1,0,1,0,1
834,tuivasa01,24,STL,42.1,,37,171,157,12,35,7,0,4,2,0,11,34,0.223,0.282,0.344,0.626,0.261,54,5,2,1,0,3,2
835,turleni01,27,MIN,17.2,,10,89,76,22,30,10,0,5,2,0,8,13,0.395,0.455,0.724,1.178,0.417,55,4,2,1,2,1,0
836,turneja01,26,WSN,39,,18,170,153,23,43,8,2,8,3,1,15,23,0.281,0.349,0.516,0.865,0.287,79,4,1,1,0,1,1
837,ueharko01,42,CHC,43,,49,178,164,21,38,4,1,7,0,1,12,50,0.232,0.282,0.396,0.679,0.287,65,1,0,1,1,3,1
838,urenajo01,25,MIA,169.2,,34,724,638,77,152,25,5,26,5,2,64,113,0.238,0.32,0.415,0.735,0.251,265,18,14,5,3,4,5
839,uriasju01,20,LAD,23.1,,5,102,85,15,23,5,1,1,1,2,14,11,0.271,0.38,0.388,0.768,0.301,33,6,1,2,0,1,2
840,valdece01,32,TOT,30.2,,11,140,128,29,41,14,1,7,0,3,11,21,0.32,0.379,0.609,0.988,0.34,78,4,1,0,0,1,1
841,valdece01,32,OAK,9.1,,4,44,40,10,14,3,0,4,0,1,4,5,0.35,0.409,0.725,1.134,0.323,29,1,0,0,0,0,0
842,valdece01,32,TOR,21.1,,7,96,88,19,27,11,1,3,0,2,7,16,0.307,0.365,0.557,0.921,0.348,49,3,1,0,0,1,1
843,valdejo03,27,TOT,18,,14,80,72,18,21,4,2,8,0,0,5,17,0.292,0.35,0.736,1.086,0.271,53,2,2,0,1,0,1
844,valdejo03,27,LAA,1,,1,5,4,2,1,0,0,1,0,0,1,1,0.25,0.4,1,1.4,0,4,0,0,0,0,0,0
845,valdejo03,27,SDP,17,,13,75,68,16,20,4,2,7,0,0,4,16,0.294,0.347,0.721,1.067,0.283,49,2,2,0,1,0,1
846,vargaja01,34,KCR,179.2,,32,756,685,84,181,33,4,27,13,6,58,134,0.264,0.324,0.442,0.766,0.291,303,22,5,2,6,2,4
847,riverfe01,25,PIT,75.1,,73,300,275,19,47,6,0,4,4,1,20,88,0.171,0.237,0.236,0.473,0.234,65,2,4,0,1,0,6
848,velasvi01,25,PHI,72,,15,315,274,44,74,15,1,15,1,4,34,68,0.27,0.355,0.496,0.851,0.306,136,5,3,2,2,1,2
849,velazhe01,28,BOS,24.2,,8,96,89,8,21,4,0,4,0,2,7,19,0.236,0.292,0.416,0.707,0.258,37,2,0,0,0,0,0
850,verhadr01,26,DET,34.1,,24,145,135,22,42,7,2,10,2,1,9,25,0.311,0.352,0.615,0.967,0.317,83,5,0,0,1,1,1
851,verlaju01,34,TOT,206,,33,849,768,80,170,29,2,27,9,1,72,219,0.221,0.29,0.37,0.66,0.272,284,12,4,1,4,4,3
852,verlaju01,34,DET,172,,28,729,654,76,153,27,2,23,9,1,67,176,0.234,0.306,0.387,0.693,0.283,253,8,3,1,4,4,3
853,verlaju01,34,HOU,34,,5,120,114,4,17,2,0,4,0,0,5,43,0.149,0.192,0.272,0.464,0.194,31,4,1,0,0,0,0
854,verrelo01,27,BAL,10.2,,4,47,40,6,11,2,0,3,1,0,3,9,0.275,0.356,0.55,0.906,0.286,22,0,2,2,0,1,1
855,vieirth01,23,SEA,1,,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
856,vinceni01,30,SEA,64.2,,69,262,241,23,62,14,0,3,1,1,13,50,0.257,0.291,0.353,0.643,0.307,85,5,0,4,4,5,3
857,vizcaar01,26,ATL,57.1,,62,235,211,19,42,5,3,7,1,0,21,64,0.199,0.277,0.351,0.627,0.248,74,3,2,0,1,1,1
858,volqued01,33,MIA,92.1,,17,397,331,46,78,19,2,8,12,5,53,81,0.236,0.342,0.378,0.719,0.283,125,7,3,5,5,3,1
859,volstch01,30,CHW,19.1,,6,76,69,11,16,2,0,4,1,0,5,10,0.232,0.289,0.435,0.724,0.214,30,2,1,0,1,0,0
860,wachami01,25,STL,165.2,,30,701,636,82,170,33,3,17,14,3,55,158,0.267,0.327,0.409,0.735,0.329,260,18,3,3,4,3,4
861,wahlbo01,25,OAK,7.2,,7,36,31,4,8,3,0,0,1,0,4,8,0.258,0.361,0.355,0.716,0.348,11,0,1,0,0,0,0
862,wainwad01,35,STL,123.1,,24,546,490,73,140,27,4,14,2,1,45,96,0.286,0.351,0.443,0.794,0.331,217,16,5,5,1,4,4
863,walketa01,24,ARI,157.1,,28,684,600,76,148,37,5,17,15,1,61,146,0.247,0.322,0.41,0.732,0.294,246,13,9,5,8,7,10
864,wangwe01,25,MIL,1.1,,8,9,9,2,5,0,0,1,0,0,0,2,0.556,0.556,0.889,1.444,0.667,8,0,0,0,0,0,0
865,warread01,29,NYY,57.1,,46,223,202,19,35,6,0,4,3,1,15,54,0.173,0.229,0.262,0.491,0.208,53,2,1,0,5,2,3
866,watsoto01,32,TOT,66.2,,71,291,259,26,72,11,0,9,3,1,20,53,0.278,0.339,0.425,0.764,0.317,110,10,5,5,2,7,6
867,watsoto01,32,PIT,46.2,,47,209,187,20,57,9,0,7,1,0,14,35,0.305,0.359,0.465,0.824,0.34,87,8,3,3,2,4,4
868,watsoto01,32,LAD,20,,24,82,72,6,15,2,0,2,2,1,6,18,0.208,0.288,0.319,0.607,0.25,23,2,2,2,0,3,2
869,weaveje02,34,SDP,42.1,,9,191,173,41,51,9,0,16,5,0,12,23,0.295,0.353,0.624,0.977,0.259,108,3,4,1,1,0,3
870,weavelu01,23,STL,60.1,,13,252,232,27,59,11,0,7,0,3,17,72,0.254,0.307,0.392,0.699,0.338,91,5,1,1,1,1,3
871,webbty01,26,TOT,8,,9,36,31,5,9,1,0,2,0,0,5,8,0.29,0.389,0.516,0.905,0.333,16,1,0,0,0,1,0
872,webbty01,26,NYY,6,,7,23,19,3,3,1,0,1,0,0,4,5,0.158,0.304,0.368,0.673,0.154,7,1,0,0,0,0,0
873,webbty01,26,MIL,2,,2,13,12,2,6,0,0,1,0,0,1,3,0.5,0.538,0.75,1.288,0.625,9,0,0,0,0,1,0
874,weberry01,26,SEA,3.2,,1,14,14,1,3,1,0,0,1,0,0,0,0.214,0.214,0.286,0.5,0.214,4,0,0,0,0,0,0
875,whalero01,23,SEA,7.1,,2,31,27,5,7,0,0,1,2,0,2,2,0.259,0.355,0.37,0.725,0.25,10,0,2,0,0,0,0
876,wheelja01,26,MIN,3,,2,18,14,5,6,1,0,1,0,0,4,0,0.429,0.556,0.714,1.27,0.385,10,1,0,0,0,0,0
877,wheelza01,27,NYM,86.1,,17,386,342,53,97,15,1,15,8,2,40,81,0.284,0.363,0.465,0.828,0.332,159,12,3,0,1,1,4
878,whitety01,26,HOU,1,,1,5,5,2,2,0,0,1,0,0,0,0,0.4,0.4,1,1.4,0.25,5,0,0,0,0,0,0
879,whitlch01,28,TBR,57.1,,41,238,216,29,48,15,0,4,3,0,16,43,0.222,0.283,0.347,0.63,0.257,75,3,3,1,2,2,3
880,wilheto01,33,ARI,26.1,,27,113,99,13,25,3,1,4,2,0,12,17,0.253,0.336,0.424,0.761,0.266,42,2,1,0,1,0,0
881,wilkad01,29,TOT,14,,4,74,63,15,24,6,0,6,2,1,9,8,0.381,0.458,0.762,1.22,0.367,48,0,0,2,0,1,0
882,wilkad01,29,NYM,3.2,,1,20,18,6,8,2,0,3,0,0,1,2,0.444,0.474,1.056,1.529,0.385,19,0,0,1,0,0,0
883,wilkad01,29,MIN,10.1,,3,54,45,9,16,4,0,3,2,1,8,6,0.356,0.453,0.644,1.097,0.361,29,0,0,1,0,1,0
884,wilkeaa01,28,MIL,10.1,,3,37,36,4,6,2,1,1,0,0,1,7,0.167,0.189,0.361,0.55,0.179,13,0,0,0,0,0,0
885,willita01,25,MIL,4.2,,5,20,18,1,4,2,0,0,0,0,2,4,0.222,0.3,0.333,0.633,0.286,6,0,0,0,0,0,0
886,willitr01,25,PIT,150.1,,31,642,568,73,145,30,2,14,7,3,52,117,0.255,0.325,0.389,0.715,0.297,221,16,9,8,4,4,5
887,wilsoal01,30,DET,60,,66,260,240,34,67,11,3,7,1,0,15,42,0.279,0.327,0.438,0.764,0.311,105,7,3,0,2,5,4
888,wilsoju10,29,TOT,58,,65,248,211,23,40,10,2,5,5,0,35,80,0.19,0.306,0.327,0.633,0.276,69,4,1,0,1,1,1
889,wilsoju10,29,DET,40.1,,42,157,140,12,22,4,2,5,1,0,16,55,0.157,0.242,0.321,0.563,0.21,45,3,0,0,1,0,1
890,wilsoju10,29,CHC,17.2,,23,91,71,11,18,6,0,0,4,0,19,25,0.254,0.418,0.338,0.756,0.391,24,1,1,0,0,1,0
891,wilsoty01,27,BAL,15.1,,9,70,64,14,22,3,1,3,3,2,4,9,0.344,0.386,0.563,0.948,0.358,36,1,1,0,1,1,1
892,wimmeal01,28,MIN,7.1,,6,38,30,4,8,0,0,2,1,0,8,7,0.267,0.421,0.467,0.888,0.286,14,0,0,0,0,0,0
893,winklda01,27,ATL,14.1,,16,53,46,4,7,2,0,1,0,0,6,18,0.152,0.25,0.261,0.511,0.222,12,1,0,1,0,0,0
894,wislema01,24,ATL,32.1,,20,153,133,31,43,16,2,5,1,0,13,22,0.323,0.384,0.586,0.971,0.349,78,1,2,2,3,0,0
895,wittgni01,26,MIA,42.1,,38,182,166,22,46,14,2,5,0,2,13,43,0.277,0.324,0.476,0.8,0.339,79,1,0,0,3,1,0
896,wojcias01,28,CIN,62.1,,25,279,247,48,71,17,3,14,3,1,19,64,0.287,0.348,0.551,0.899,0.333,136,3,5,5,2,1,4
897,woodal02,26,LAD,152.1,,27,614,566,50,123,28,0,15,2,2,38,151,0.217,0.274,0.346,0.62,0.27,196,10,6,4,0,6,7
898,woodbl01,31,TOT,74.1,,72,332,294,49,84,14,1,8,5,4,33,84,0.286,0.355,0.422,0.777,0.369,124,5,1,0,4,2,3
899,woodbl01,31,CIN,57.1,,55,259,225,40,64,11,1,5,5,3,29,62,0.284,0.363,0.409,0.772,0.364,92,5,1,0,4,1,2
900,woodbl01,31,LAA,17,,17,73,69,9,20,3,0,3,0,1,4,22,0.29,0.329,0.464,0.793,0.386,32,0,0,0,0,1,1
901,woodhu01,23,TBR,0.1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,woodtr01,30,TOT,94,,39,436,380,77,118,24,1,19,2,3,45,65,0.311,0.382,0.529,0.911,0.329,201,11,2,4,5,0,6
903,woodtr01,30,KCR,41.2,,28,195,170,33,56,12,1,4,1,1,20,29,0.329,0.395,0.482,0.877,0.369,82,5,1,0,4,0,1
904,woodtr01,30,SDP,52.1,,11,241,210,44,62,12,0,15,1,2,25,36,0.295,0.371,0.567,0.938,0.294,119,6,1,4,1,0,5
905,woodrbr01,24,MIL,43,,8,184,166,23,43,7,0,5,4,2,14,32,0.259,0.328,0.392,0.719,0.295,65,2,3,1,0,1,1
906,workmbr01,28,BOS,39.2,,33,162,147,17,37,8,2,7,0,3,11,37,0.252,0.306,0.476,0.782,0.288,70,5,1,2,1,2,2
907,worleva01,29,MIA,71.2,,24,333,292,56,99,26,2,9,3,2,30,50,0.339,0.408,0.534,0.942,0.381,156,15,6,2,3,5,1
908,wrighda04,26,LAA,19.2,,5,85,74,12,21,2,0,1,1,2,8,11,0.284,0.369,0.351,0.72,0.323,26,3,2,1,0,0,2
909,wrighmi01,27,BAL,25,,13,109,98,16,26,8,0,5,1,0,7,28,0.265,0.33,0.5,0.83,0.318,49,2,3,0,1,0,1
910,wrighst01,32,BOS,24,,5,114,106,24,40,9,1,9,0,1,5,13,0.377,0.412,0.736,1.148,0.365,78,5,2,0,1,1,1
911,yacabji01,25,BAL,20.2,,14,90,73,10,18,1,1,2,0,0,14,8,0.247,0.356,0.37,0.725,0.242,27,4,0,0,3,1,1
912,yateski01,30,TOT,56.2,,62,231,209,28,44,7,0,12,9,0,19,88,0.211,0.281,0.416,0.698,0.291,87,2,2,0,1,2,1
913,yateski01,30,LAA,1,,1,5,5,2,2,0,0,2,0,0,0,1,0.4,0.4,1.6,2,0,8,0,0,0,0,0,0
914,yateski01,30,SDP,55.2,,61,226,204,26,42,7,0,10,9,0,19,87,0.206,0.279,0.387,0.666,0.296,79,2,2,0,1,2,1
915,ynoaga01,24,BAL,34.2,,9,147,135,17,39,7,2,5,0,1,8,26,0.289,0.329,0.481,0.81,0.321,65,5,1,1,2,0,1
